English,Marathi
The train was so crowded that I had to stand all the way to Ueno.,ट्रेनमध्ये इतकी गर्दी होती की मला उएनोपर्यंत उभं राहायला लागलं.
Tom and Mary still make a lot of mistakes when they speak French.,टॉम आणि मेरी फ्रेंच बोलताना अजूनही भरपूर चुका करतात.
Tom used to think Mary was the most beautiful woman in the world.,टॉमला वाटायचं की मेरी जगातली सर्वात सुंदर स्त्री आहे.
We found out recently that some foxes live here on this mountain.,"आम्हाला हल्लीच कळून आलं की इथे, या डोंगरावर काही कोल्हे राहतात."
We found out recently that some foxes live here on this mountain.,"आपल्या हल्लीच कळून आलं की इथे, या डोंगरावर काही कोल्हे राहतात."
"We got stuck in a traffic jam, which made us twenty minutes late.","आम्ही एका ट्रॅफिक जॅममध्ये अडकून गेलो, ज्यामुळे आम्हा वीस मिनिटं उशीर झाला."
Electronic components can be cleaned using pure isopropyl alcohol.,शुद्ध आयसोप्रोपाइल अल्कोहोलने इलेक्ट्रॉनिक घटक साफ केले जाऊ शकतात.
Four hundred million people speak English as their first language.,चारशे दशलक्ष लोकं इंग्रजी मातृभाषेचा रूपाने बोलतात.
Four hundred million people speak English as their first language.,चाळीस कोटी लोकं इंग्रजीला स्वतःची मातृभाषा म्हणून बोलतात.
"He'll be back in two hours. In the meantime, let's prepare dinner.",तो दोन तासांत परत येईल. तोपर्यंत आपण जेवण बनवून घेऊ या.
"He'll be back in two hours. In the meantime, let's prepare dinner.",ते दोन तासांमध्ये परत येतील. तोपर्यंत आपण जेवण तयार करू या.
I don't understand how he can speak with a cigarette in his mouth.,तोंडात सिगरेट धरून तो कसा बोलू शकतो मला समजतच नाही.
It is not until you go abroad that you realize how small Japan is.,"विदेशात गेल्यापर्यंत, जपान किती छोटा आहे ह्याची जाणीवच होत नाही."
"On the plate was a piece of chicken, a potato and some green peas.","ताटात एक चिकनचे पीस, एक बटाटा व काही वाटाणे होते."
The mountains in the Himalayas are higher than those in the Andes.,हिमालयमधले डोंगर अँडीजमधल्या डोंगरांपेक्षा उंच आहेत.
"Tom's favorite saying is ""You can't put two saddles on one horse.""","टॉमची आवडती म्हण आहे ""एका घोड्यावर दोन खोगिरे चढवता येत नाहीत""."
He went to America for the purpose of studying American literature.,तो अमेरिकन साहित्याचा अभ्यास करायच्या निमित्ताने अमेरिकेला गेला.
He went to America for the purpose of studying American literature.,ते अमेरिकन साहित्याचा अभ्यास करायच्या निमित्ताने अमेरिकेला गेले.
I spent three weeks in this hospital when I was thirteen years old.,तेरा वर्षांचा असताना मी रुग्णालयात तीन आठवडे घालवले होते.
I spent three weeks in this hospital when I was thirteen years old.,तेरा वर्षांची असताना मी रुग्णालयात तीन आठवडे घालवले होते.
"In most of the countries in Europe, cars have to keep to the right.",युरोपमधील बहुतेक देशांमध्ये गाड्यांना उजव्या बाजूने जायला लागतं.
"In the first place, we must be careful about what we eat and drink.",सर्वात पहिलं म्हणजे आपण काय खातो व पितो यावर लक्ष दिलं पाहिजे.
"In the first place, we must be careful about what we eat and drink.",प्रथम म्हणजे आपण काय खातो व पीतो याची काळजी घेतली पाहिजे.
"Most Germans expected the Allies would attack at Calais, in France.",बहुतेक जर्मनांची अशी अपेक्षा होती की मित्रराष्ट्रे फ्रांसमधील कॅले येथे स्वारी करतील.
"On an island in the Seine, there is a big church called Notre Dame.",सेनवरील एका बेटावर नोत्र दाम नावाचं एक मोठं चर्च आहे.
People have eaten with their fingers from the beginning of history.,इतिहासाच्या सुरुवातीपासूनच लोकं आपल्या बोटांनी खात आली आहेत.
She went to America for the purpose of studying English literature.,ती इंग्रजी भाषेचा अभ्यास करण्याच्या निमित्ताने अमेरिकेला गेली.
She went to America for the purpose of studying English literature.,त्या इंग्रजी भाषेचा अभ्यास करण्याच्या निमित्ताने अमेरिकेला गेल्या.
"Since my mother was sick, I couldn't leave the house last Saturday.",माझी आई आजारी असल्यामुळे मला मागच्या शनिवारपर्यंत घर सोडता येत नव्हतं.
The language with the largest number of native speakers is Chinese.,सर्वात जास्त स्थानिक भाषिकांची संख्या धरणारी भाषा चिनी आहे.
"The main islands of Japan are Hokkaido, Shikoku, Honshu and Kyushu.","जपानची मुख्य बेटं होक्काइदो, शिकोकु, होन्शू आणि क्यूशू आहेत."
The speed of an airplane is much greater than that of a helicopter.,विमानाची गती एक हेलिकॉप्टरच्या गतीपेक्षा खूप जास्त असते.
"Those who are terrorists for some, are freedom fighters for others.","जे काहींसाठी अतिरेकी असतात, ते दुसऱ्यांसाठी असतात स्वातंत्र्य सैनिक."
Tom doesn't like swimming in this river. He says it's too polluted.,"टॉमला या नदीत पोहायला आवडत नाही. खूपच प्रदूषित आहे, असं म्हणतो."
"We concluded, however that the price of 5,000,000 yen was too high.","शेवटी आम्ही ठरवलं की ५०,००,००० येनची ती किंमत खूपच जास्त होती."
All I want to do is sit here and drink this bottle of wine with you.,मला मात्र फक्त इथे बसून तुझ्याबरोबर ही वाईनची बॉटल प्यायची आहे.
Americans like football in the same way that Japanese like baseball.,"जपानी लोकांना जसा बेसबॉल आवडतो, तसाच अमेरिकनांना फुटबॉल आवडतो."
I've heard that in Germany beer is cheaper than water. Is that true?,मी असं ऐकलं आहे की जर्मनीत बीअर पाण्यापेक्षाही स्वस्त असते. हे खरं आहे का?
My father is in the habit of reading the newspaper before breakfast.,माझ्या वडिलांना नाश्त्याआगोदर वर्तमानपत्र वाचायची सवय आहे.
Terrorists attacked the World Trade Center in New York City in 2001.,२००१ साली अतिरेक्यांनी न्यूयॉर्क सिटी येथील वर्ल्ड ट्रेड सेंटरवर हल्ला केला.
The human race has one really effective weapon and that is laughter.,"मानव जातीकडे फक्त एकच परिणामकारक हत्यार आहे, व ते म्हणजे हास्य."
The most painful thing for a mother is having to bury her own child.,एखाद्या आईसाठी सर्वात दुःखदायी गोष्ट म्हणजे स्वतःचंच मूल गाडायला लागणे.
The piano was invented in the 18th century by Bartolomeo Cristofori.,पियानोचा शोध १८व्या शतकात बार्तोलोमेओ क्रिस्तोफोरी यांनी लावला.
"Tom thought Mary knew how to program in Python, JavaScript and Perl.","टॉमला वाटलेलं की मेरीला पायथॉन, जाव्हास्क्रिप्ट व पर्लमध्ये प्रोग्राम करता येतं."
"We were served French champagne, not to mention the usual cocktails.","नेहमीच्या कॉक्टेलांबद्दल तर सांगण्याची गरजच नाही, आम्हाला फ्रेंच शॅम्पेनसुद्धा वाढले गेले."
We will be studying at the University of San Francisco in September.,आम्ही सप्टेंबरमध्ये सॅन फ्रांसिसको विद्यापीठात अभ्यास करत असू.
"After English, German is the most popular foreign language in Russia.",रशियात इंग्रजीनंतर जर्मन सर्व लोकप्रिय विदेशी भाषा आहे.
"All of a sudden, large drops of rain began falling from the dark sky.","अचानक, अदीप्त आकाशातून पावसाचे मोठमोठे थेंब पडू लागले."
Electronic components can be cleaned by using pure isopropyl alcohol.,शुद्ध आयसोप्रोपाइल अल्कोहोलचा वापर करून इलेक्ट्रॉनिक घटक साफ केले जाऊ शकतात.
"If the list of books is too long, please leave out all foreign books.","जर पुस्तकांची यादी खूपच लांब असेल, तर कृपया सर्व विदेशी पुस्तकं काढून टाका."
It's not a surprise that English is the world's most spoken language.,इंग्रजी ही जगात सर्वात जास्त बोलली जाणारी भाषा आहे ही आश्चर्याची गोष्ट नाही.
"She is not only well known in India, but is also well known in China.",ती भारतातच प्रसिद्ध नव्हे तर चीनमध्येही प्रसिद्ध आहे.
The rumor is going around that the actress is going to get a divorce.,अशी अफवा पसरली जात आहे की ती अभिनेत्री घटस्फोट देणार आहे.
Tom and his classmates are going to an art museum tomorrow afternoon.,टॉम व त्याचे वर्गमित्र उद्या दुपारी एका कलासंग्रहालयाला जाणार आहेत.
"Valentine's Day is close, and I still don't know what to give to her.",व्हॅलेन्टाईन्स डे जवळ आलाय आणि तिला काय द्यायचं ह्याचा मला आजून ही पत्ता नाही.
Was the book that you were reading yesterday in French or in English?,तू काल जे पुस्तक वाचत होतास ते फ्रेंचमध्ये होतं का इंग्रजीत?
Was the book that you were reading yesterday in French or in English?,तुम्ही काल जे पुस्तक वाचत होता ते फ्रेंचमध्ये होतं का इंग्रजीत?
"When I was a child, my mother made me eat green vegetables every day.",मी लहान असताना माझी आई मला दररोज हिरव्या भाज्या खायला लावायची.
"Even in the winter, Tom usually leaves the window open when he sleeps.",हिवाळ्यातही टॉम शक्यतो झोपताना खिडकी उघडीच ठेवतो.
"His favorite baseball team is the Giants, but he likes the Lions, too.","त्याची आवडती बेसबॉल टीम जायंट्स आहे, पण त्याला लायन्ससुद्धा आवडतात."
"If you travel by Shinkansen, it doesn't seem far from Nagoya to Tokyo.",जर शिन्कान्सेनने प्रवास केला तर नागोयापासून टोक्यो तेवढं दूर वाटत नाही.
Lincoln ordered that all the slaves in the country should be set free.,लिंकनने देशातल्या सर्व गुलामांना मुक्त करण्याचा आदेश दिला.
"The bull is stronger than the bullfighter, but he almost always loses.","बैल बुलफाइटरपेक्षा अधिक बलवान असतो, पण तो जवळजवळ नेहमीच हरतो."
Those who know nothing of foreign languages know nothing of their own.,ज्यांना विदेशी भाषांविषयी काही ठाऊक नाही त्यांना स्वतःच्याच भाषेविषयी काही ठाऊक नाही.
"We are born crying, spend our lives complaining, and die disappointed.","आपण रडत जन्माला येतो, तक्रार करण्यात आयुष्य घालवतो व निराश होऊन मरतो."
A drunkard is somebody you don't like and who drinks as much as you do.,बेवडा म्हणजे असा कोणीतरी जो तुम्हाला आवडत नाही व जो तुमच्याइतकाच पितो.
Because it is written in simple English even a child can understand it.,साध्या इंग्रजीत लिहिलं असल्यामुळे एखादं लहान मूलसुद्धा ते समजू शकतं.
"He wrote a sentence on the paper, but I didn't understand the sentence.","त्याने कागदावर एक वाक्य लिहिलं, पण ते वाक्य मला समजलं नाही."
It took about five minutes to get to my uncle's house from the station.,स्थानकापासून माझ्या मामाच्या घरी पोहोचायला मला सुमारे पाच मिनिटं लागली.
It took about five minutes to get to my uncle's house from the station.,स्टेशनपासून माझ्या काकांच्या घरी पोहोचायला मला जवळजवळ पाच मिनिटं लागली.
The fruit is similar to an orange in shape and to a pineapple in taste.,त्या फळाचा आकार संत्र्यासारखा व चव अननससारखी असते.
The political systems of Britain and Japan have a great deal in common.,ब्रिटन व जपान यांच्या राजकीय व्यवस्थांमध्ये भरपूर साम्य आहे.
"Tom didn't use to like red wine, but now he drinks it almost every day.","टॉमला लाल वाइन आवडायची नाही, पण आता तर तो दररोज पीत असतो."
"While I was reading in bed last night, I fell asleep with the light on.",मी काल बेडवर वाचत असताना लाईट चालू ठेवूनच झोपून गेलो.
"While I was reading in bed last night, I fell asleep with the light on.",मी काल बेडवर वाचता-वाचता लाईट चालू ठेवूनच झोपून गेले.
"If I had gone to that restaurant last night, I would have eaten a steak.",काल रात्री मी त्या रेस्टॉरंटमध्ये गेलो असतो तर मी स्टेक खाल्ला असता.
"If I had gone to that restaurant last night, I would have eaten a steak.",काल रात्री मी त्या रेस्टॉरंटमध्ये गेले असते तर मी स्टेक खाल्ला असता.
"Since the bridge looks like a pair of glasses, they call it Meganebashi.",पूल एखाद्या चष्म्यासारखा दिसत असल्यामुळे त्याला मेगानेबाशी म्हणतात.
"The traditional American dinner includes meat, potatoes and a vegetable.","पारंपारिक अमेरिकन रात्रीच्या जेवणात मांस, बटाटे आणि एखादी भाजी असते."
"Tom doesn't always get up early, but he always gets up before Mary does.","टॉम नेहमीच लवकर उठत नाही, पण तो नेहमीच मेरीच्या आधी उठतो."
Tom is the only American Mary knows whose father wasn't born in America.,टॉम हा मेरीच्या ओळखीतला एकमात्र अमेरिकन आहे ज्याचे वडील अमेरिकेत जन्मले नव्हते.
"If you think that you are going to make me your slave, you can forget it.","तुला जर असं वाटत असेल की तू मला तुझा गुलाम बनवशील, तर विसरून जा."
"If you think that you are going to make me your slave, you can forget it.","तुला जर असं वाटत असेल की तू मला तुझी गुलाम बनवशील, तर विसरून जा."
"If you think that you are going to make me your slave, you can forget it.","तुम्हाला जर असं वाटत असेल की तुम्ही मला तुमचा गुलाम बनवाल, तर विसरून जा."
"Mother Teresa was a Catholic nun who lived and worked in Calcutta, India.",मदर टेरीसा ह्या भारतात कलकत्ता येथे राहणार्‍या व काम करणार्‍या एक कॅथलिक नन होत्या.
"The first artificial satellite was Sputnik 1, launched by Russia in 1957.",१९५७ साली रशियाने अंतराळात सोडलेला स्पुटनिक १ हा सर्वात पहिला कृत्रिम उपग्रह होता.
The population of this country is smaller than that of the United States.,या देशाची लोकसंख्या युनाइटेड स्टेट्सच्या लोकसंख्येपेक्षा छोटी आहे.
"The three big monotheistic religions are Christianity, Islam and Judaism.","ख्रिश्चन धर्म, इस्लाम व यहुदी धर्म हे तीन मोठे एकेश्वरवादी धर्म आहेत."
"The three big monotheistic religions are Islam, Judaism and Christianity.","तीन मोठे एकेश्वरवादी धर्म म्हणजे इस्लाम, यहुदी धर्म व ख्रिस्ती धर्म."
"Tom got his girlfriend's name tattooed on his arm, but then she left him.","टॉमने आपल्या गर्लफ्रेंडचं नाव हातावर टॅटू करून घेतलं, पण मग ती त्याला सोडून गेली."
Tom's grandfather and Mary's grandfather fought together in World War II.,टॉमचे आजोबा व मेरीचे आजोबा दुसर्‍या विश्वयुद्धात एकत्र लढलेले.
Would you eat the last cookie on the plate if other people were watching?,"जर बाकीची लोकं बघत असली, तरीही तू ताटातली शेवटची उरलेली कुकी खाशील का?"
George Washington was the first President of the United States of America.,जॉर्ज वॉशिंग्टन अमेरिकेच्या संयुक्त संस्थानांचे पहिले राष्ट्राध्यक्ष होते.
George Washington was the first President of the United States of America.,जॉर्ज वॉशिंग्टन अमेरिकेचे पहिले राष्ट्राध्यक्ष होते.
It was the third year of Meiji when their family name was changed to Saga.,त्यांनी त्यांचं आडनाव बदलून 'सागा’ असं ठेवलं तेव्हा मेइजिचं तिसरं वर्ष चालू होतं.
English has now become the common language of several nations in the world.,इंग्रजी आता जगात अनेक देशांमध्ये समान भाषा झाली आहे.
"She went into the kitchen to see who was there, but there was nobody there.","स्वयंपाकघरात कोण आहे हे बघायला ती तिथे गेली, पण तिथे कोणीही नव्हतं."
The bus was so crowded that I was kept standing all the way to the station.,बसमध्ये इतकी गर्दी होती की मी स्थानकापर्यंत उभाच राहिलो.
The bus was so crowded that I was kept standing all the way to the station.,बसमध्ये इतकी गर्दी होती की मी स्टेशनपर्यंत उभीच राहिले.
"The three major monotheistic religions are Christianity, Islam and Judaism.","ख्रिश्चन धर्म, इस्लाम व यहुदी धर्म हे तीन मुख्य एकेश्वरवादी धर्म आहेत."
"After he had graduated from the university, he taught English for two years.",विद्यापीठेतून अंशांकित झाल्यानंतर त्याने दोन वर्षांसाठी इंग्रजी शिकवली.
Carrots are good for your eyes. Have you ever seen a rabbit wearing glasses?,गाजरं डोळ्यांसाठी चांगले असतात. चष्मा घातलेला ससा कधी दिसला आहे का?
"If I hadn't had your cooperation, I couldn't have finished the work in time.",जर तुमचा सहकार नसता तर मला वेळेत काम संपवताच आलं नसतं.
"If a man had 11 sheep and all but 9 died, how many sheep would he have left?","जर एका माणसाकडे ११ मेंढ्या होत्या, व त्यातून ९ सोडून सर्व मेल्या, तर त्याच्याकडे किती मेंढ्या उरतील?"
"In 1951, Sister Teresa was sent to Calcutta, then the largest city in India.","१९५१ साली, सिस्टर टेरेसाला कलकत्त्याला पाठवण्यात आलं, जे त्यावेळी भारतातलं सर्वात मोठं शहर होतं."
"Since the Industrial Revolution, the world population has more than tripled.",औद्योगिक क्रांतीनंतर जागतिक लोकसंख्या तिप्पटपेक्षा जास्त वाढली आहे.
I never for a moment imagined that I'd be able to meet so many famous people.,मला एवढ्या सगळ्या प्रसिद्ध लोकांना भेटायला मिळेल असं मला कधीही एका क्षणासाठी सुद्धा वाटलं नव्हतं.
It's so hot outside that I want to spend all day in my air conditioned house.,बाहेर एवढी गरमी आहे की मला पूर्ण दिवस माझ्या वातानुकूलित घरातच काढायचाय.
The Royal Shakespeare Company is presenting The Merchant of Venice next week.,रॉयल शेक्सपिअर कंपनी पुढच्या आठवड्यात द मर्चंट ऑफ व्हेनिस प्रस्तुत करत आहे.
The most important thing in the Olympic Games is not winning but taking part.,"ऑलिम्पिक खेळांमध्ये सर्वात महत्त्वाची गोष्ट जिंकणे नव्हे, तर भाग घेणे असते."
The population of London is much greater than that of any other British city.,लंडनची लोकसंख्या इतर कोणत्याही ब्रिटिश शहरापेक्षा जास्त आहे.
This is what is called a 'present' in some countries and 'bribery' in others.,"ही ती गोष्ट ज्याला काही देशांमध्ये ""भेटवस्तू"" असं म्हणतात तर दुसर्‍यांमध्ये ""लाच""."
"Years ago, when Tom's children were young, he used to take a lot of pictures.","खूप वर्षांपूर्वी, जेव्हा टॉमची मुलं तरुण होती तेव्हा तो भरपूर फोटो काढायचा."
Eighty percent of all information on computers around the world is in English.,जगभरातल्या संगणकांवरील संग्रह केलेल्या सर्व माहितीमधून ऐंशी टक्के माहिती इंग्रजीत आहे.
I can't figure out how to transfer MP3 files from my iPod back to my computer.,माझ्या आयपॉडपासून एमपीथ्री फायली माझ्या संगणकात अंतरित कश्या करायच्या मला काय समजतच नाहीये.
"If it looks like an apple and it tastes like an apple, it's probably an apple.","जर सफरचंदासारखं दिसतं, आणि त्याची सफरचंदासारखीच चव असेल, तर ते कदाचित सफरचंदच आहे."
"Tom can write almost like a native speaker, but his pronunciation is terrible.","टॉमला तर जवळजवळ एखाद्या जन्मभाषकासारखं लिहिता येतं, पण त्याचा उच्चार मात्र भयंकर आहे."
"Barcelona is the capital of Catalonia, and is the second biggest city in Spain.","बार्सेलोना ही कॅटलोनियाची राजधानी, व स्पेनमधील दुसरं सर्वात मोठं शहर आहे."
"If I were you, I'd visit the churches. You have no idea how beautiful they are.",मी तुझ्या जागी असतो तर चर्चांचे दर्शन घ्यायला गेलो असतो. ते किती सुंदर आहेत याची तुला कल्पना नाही आहे.
"It'll take some time, but I think I'll be able to learn how to play the guitar.","थोडा वेळ लागेल, पण मला वाटतं मला गिटार वाजवायला शिकता येईल."
"It's OK with me if we barbecue, but I don't like it when smoke gets in my eyes.","बार्बेक्यू करत असू तर मला तरी काहीही अडचण नाहीये, पण मला तो धूर माझ्या डोळ्यात गेलेला आवडत नाही."
It's only when I can't sleep at night that the ticking of the clock bothers me.,रात्री मला झोप लागत नसते तेव्हाच त्या घड्याळाची टिकटिकीचा मला त्रास होतो.
"He says that he saw nothing. However, I don't believe what he says is the truth.",तो म्हणतो की त्याने काहीही पाहिलं नाही. पण तो जे बोलतोय ते खरं आहे असं मला नाही वाटत.
I think it's very difficult for an Englishman to imitate a real American accent.,मला वाटतं एका इंग्लिश माणसाला एखाद्या खर्‍या अमेरिकन अॅक्सेंटची नक्कल करणं खूपच कठीण पडते.
"If you leave your textbooks at school during the break, they'll get confiscated.",जर तू तुझं पाठ्यपुस्तके सुट्टीत शाळेतच सोडलीस तर त्या जप्त केलं जातील.
"If you leave your textbooks at school during the break, they'll get confiscated.","जर आपण आपली पाठ्यपुस्तके सुट्टीच्या वेळी शाळतेच सोडल्या, तर त्या जप्त केल्या जातील."
"Five hundred soldiers were sent to the city, and less than half of them survived.","शहरात पाचशे सैनिक पाठवले गेले, ज्यातून अर्ध्यापेक्षा कमी वाचले."
"Forks were used for many years in Europe and the Near East, but only for cooking.","काट्यांचा वापर युरोप व मध्यपूर्वेत भरपूर वर्षांसाठी केला गेलेला, पण फक्त शिजविण्यासाठी."
"Even though French is his native language, Tom often makes pronunciation mistakes.",फ्रेंच त्याची मातृभाषा असली तरी तो खूपदा उच्चारात चुका करतो.
I met an old man who says that he's never eaten at a restaurant in his whole life.,मी एका म्हातार्‍या माणसाशी भेटलो जो म्हणतो की त्याने पूर्ण आयुष्यात एकदाही एखाद्या रेस्टॉरंटमध्ये खाणं खाल्लं नाहीये.
I'm going to come home a little early. There isn't much work at the office anyway.,"मी आज घरी जरा लवकरच येणार आहे, ऑफिसमध्ये तसंही जास्त काम नाही."
"If Cleopatra's nose had been shorter, the history of the world would be different.",जर क्लिओपात्राचं नाक थोडं छोटं असतं तर जगाचा इतिहास वेगळा झाला असता.
Lady Gaga gave $1 million to the Red Cross to help the victims of Hurricane Sandy.,सॅंडी वादळाला बळी पडलेल्यांची मदत करण्याकरिता लेडी गागा यांनी रेड क्रॉसला $१ दशलक्ष दिले.
Lady Gaga gave $1 million to the Red Cross to help the victims of Hurricane Sandy.,सॅंडी वादळाला बळी पडलेल्यांची मदत करण्यासाठी लेडी गागाने रेड क्रॉसला $१ दशलक्षाची देणगी दिली.
"Roger Miller was born on January 2, 1936 in the western city of Fort Worth, Texas.","रॉजर मिलर हा जानेवारी २, १९३६ साली टेक्ससमधील फोर्ट वर्थ या पश्चिमेतल्या शहरात जन्माला आला."
"As soon as I can get a decent video camera, I'll start making videos to put online.","एकदा मला नीटसा व्हिडिओ कॅमेरा मिळाला, की मग मी ऑनलाइन टाकण्यासाठी व्हिडिओ बनवायला सुरुवात करेन."
"Even though French is Tom's native language, he often makes pronunciation mistakes.",फ्रेंच ही टॉमची मातृभाषा असली तरी तो खूपदा उच्चारात चुका करतो.
I spend as much time working in the garden in one day as my brother does in a week.,"माझा भाऊ एका आठवड्यात जेवढ्या वेळ बागेत काम करतो, तेवढ्या वेळ मी एका दिवसात करतो."
"Some people bring joy wherever they go, and some people bring joy whenever they go.","काही लोकं जिथेही जातात तिथे आनंद आणतात, आणि काही लोकं जेव्हाही जातात तेव्हा आनंद आणतात."
"The more time you spend talking about what you do, the less time you have to do it.","तुम्ही काय करता याबद्दल बोलताना जेवढा वेळ घालवाल, तेवढाच वेळ ते करण्यासाठी कमी पडेल."
The passengers who were injured in the accident were taken to the nearest hospital.,अपघातात जखमी झालेल्या प्रवाश्यांना जवळच्या रुग्णालयात नेण्यात आलं.
"After she lost her job, she couldn't afford to feed her dogs, so she gave them away.","नोकरी गमावल्यानंतर तिला तिच्या कुत्र्यांना भरवायला परवडणारं नव्हतं, म्हणून तिने त्यांना देऊन टाकलं."
"I thought we had eaten everything in the house, but I found another box of crackers.","मला तर वाटलेलं की आम्ही घरात जे मिळेल ते खाऊन टाकलेलं, पण मग मला आणखीन एक क्रॅकरचा बॉक्स सापडला."
"She bought him a dog. However, he was allergic to dogs, so they had to give it away.",तिने त्याच्यासाठी एक कुत्रा विकत घेतला. पण त्याला कुत्र्यांची अ‍ॅलर्जी असल्यामुळे त्यांना तो देऊन टाकायला लागला.
"He turned the bottle upside down and shook it, but still the honey wouldn't come out.","त्याने बाटली उलटी करून हलवली, पण मद काय बाहेर येत नव्हतं."
"He who asks is a fool for five minutes, but he who does not ask remains a fool forever.","जो विचारतो तो पाच मिनिटांसाठी मूर्ख असतो, पण जो विचारत नाही तो सदैव मूर्खच राहतो."
I never for a moment imagined that I would still be doing this kind of thing at my age.,मी या वयातही असलं काहीतरी करत असेन असा एका क्षणासाठीही विचार केला नव्हता.
"Sooner or later, we'll have to buy a new TV since the TV we have now is a very old model.",कधीनाकधी तरी आपल्याला नवीन टीव्ही विकत घ्यायलाच लागेल कारण आपल्याकडे सध्याचा जो टीव्ही आहे तो खूप जुना मॉडेल आहे.
"That man asked me who I was, but I didn't think it was necessary to answer that question.","मी कोण आहे असं त्या माणसाने मला विचारलं, पण त्या प्रश्नाचं उत्तर देणं मी गरजेचं नाही समजलं."
"They say that in America anyone can become president, but perhaps that's not really true.","म्हणतात की अमेरिकेत कोणीही राष्ट्राध्यक्ष बनू शकतं, पण कदाचित असं खरोखरच सत्य नाही आहे."
Our website is offline for scheduled maintenance. We expect to be back online by 2:30 GMT.,आमचे संकेतस्थळ नियोजित देखरेखीकरिता ऑफलाइन आहे. आमची २:३० जीएमटीपर्यंत पुन्हा ऑनलाइन व्हायची अपेक्षा आहे.
"Even though my friend was a vegetarian, I didn't tell him that the soup had some meat in it.","माझा मित्र शाकाहारी होता, तरीसुद्धा मी त्याला सांगितलं नाही की त्या सूपमध्ये थोडं मांस आहे."
It's not right for you to do something bad just because someone else has done something bad.,दुसरं कोणी काहीतरी केलं याचा हा अर्थ नाही की तूसुद्धा काहीतरी वाईट करायचस.
South Guelderish is a dialect of Dutch spoken in the German state of North Rhine-Westphalia.,उत्तर र्‍हाइन-वेस्टफालिया या जर्मन राज्यात बोलली जाणारी दक्षिणी गेल्डरिश ही डचची एक बोलीभाषा आहे.
I just want to let you know that I think you're the most beautiful woman that I've ever seen.,मला फक्त तुला कळवायचं आहे की मी आजपर्यंत पाहिलेली सर्वात सुंदर स्त्री तू आहेस.
I never thought this rubber band would come in handy when I put it in my pocket this morning.,"आज सकाळी हा रबर बॅन्ड खिश्यात ठेवताना, ते कामात येईल असं मला अजिबात वाटलं नव्हतं."
It's my fault that the cake was burned. I was talking on the phone and didn't notice the time.,केक जळून गेला ही माझी चूक आहे. मी फोनवर बोलत होतो आणि मला वेळ काय झालाय लक्षात आलं नाही.
"Over the last month, I have eaten Chinese, French, Italian, Greek, Hungarian and Mexican food.","गेल्या महिन्याभरात मी चायनीज, फ्रेंच, इटालियन, ग्रीक, हंगेरियन व मेक्सिकन खाणं खाल्लं आहे."
There were demonstrations against the government by Japanese university students in the 1960's.,१९६०च्या दशकात जपानी महाविद्यालयांच्या विद्यार्थ्यांने शासनाविरुद्ध प्रदर्शने केलेली.
"I thought doing this would be easy, but we've been working all day and we're still not finished.","मला वाटलं हे काम करणं सोपं पडेल, पण आपण दिवसभर काम करत बसलोय आणि अजूनही काम झालं नाहीये."
I think it's unlikely that the next version of Windows will come out before the end of this month.,विंडोजची पुढची आवृत्ती या महीन्याच्या शेवटागोदर येईल हे मला असंभवनीय वाटतं.
I think it's unlikely that the next version of Windows will come out before the end of this month.,विंडोजचा पुढचा वर्जन या महिन्याच्या शेवटागोदर येइल हे मला असंभाव्य वाटतं.
I think it's unlikely that aliens similar to what we see in the movies have ever visited our planet.,चित्रपटांमध्ये दिसणार्‍या परग्रहवासींसारखे परग्रहवासी आपल्या ग्रहावर कधी आले असतील हे मला असंभवनीय वाटतं.
"When the tempura I make cools down, it immediately loses its crispiness and doesn't taste very good.","जेव्हा मी बनवलेला तेम्पुरा थंड होतो, तेव्हा त्याचा कुरकुरीतपणा लगेच जातो आणि मग त्याची चव तेवढी चांगली लागत नाही."
"If religion were synonymous with morality, Brazil would be the most uncorrupted country in the world.","जर धर्म व नीतिमत्ता समानार्थी शब्द असते, तर ब्राजील जगातला सर्वात अभ्रष्ट देश असता."
Just saying you don't like fish because of the bones is not really a good reason for not liking fish.,हड्डींमुळे मासे आवडत नाही असं म्हणणं हे काय मासे नावडण्यासाठी चांगलं कारण नाहीये.
The Japanese Parliament today officially elected Ryoutarou Hashimoto as the country's 52nd prime minister.,आज जपानी संसदेने अधिकृतरित्या र्‍यौतारौ हाशिमोतो यांना देशाचे ५२ावे पंतप्रधान म्हणून निवडले.
